Geneid,Chr,Strand,NExons,gene.F,P.Value,FDR
gene-Lrtm2,NC_000072.7,-,5,5.90923393316662,0.000474096436333621,0.00306421249930171
gene-Naa35,NC_000079.7,+,28,2.33611244737828,0.000474836201152838,0.0030674608339209
gene-Tppp,NC_000079.7,+,4,7.09219270620059,0.000479382615182484,0.00309528475394661
gene-Map9,NC_000069.7,+,15,3.0507391278639,0.000482252806080817,0.00311226324403354
gene-Mtmr7,NC_000074.7,-,16,2.95674196520556,0.000485220119781673,0.00312985127637725
gene-Dclk2,NC_000069.7,-,32,2.22006289599043,0.000487077359760541,0.00314026495203543
gene-Zyx,NC_000072.7,+,14,3.15240359198777,0.000487516216053113,0.00314152826218979
gene-Spin1,NC_000079.7,+,10,3.76227437583397,0.000491031328314729,0.00316260366986773
gene-Adgrl3,NC_000071.7,+,39,2.07240139254029,0.000492010734562206,0.0031673344102006
gene-Rab15,NC_000078.7,-,8,4.28494880053856,0.000494059491184627,0.00317894099477154
gene-Hells,NC_000085.7,+,24,2.47353869884123,0.000496284738694656,0.00319167107187369
gene-Rfwd3,NC_000074.7,-,13,3.26515232668627,0.000498657596690732,0.00320533732505031
gene-Nfe2l1,NC_000077.7,-,6,5.14944145893625,0.000503691589319146,0.00323608709620691
gene-Psap,NC_000076.7,+,18,2.79183373133103,0.000504584902678972,0.0032402167558824
gene-Cntrl,NC_000068.8,+,54,1.87057010318599,0.000509020584481008,0.003264539036514
gene-Rbm26,NC_000080.7,-,30,2.2662430311234,0.000509080527527293,0.003264539036514
gene-Cdk14,NC_000071.7,-,19,2.72363427022534,0.000509129763910055,0.003264539036514
gene-Arfgap3,NC_000081.7,-,18,2.78957106475962,0.000509680656719664,0.00326645189958148
gene-Dnajb5,NC_000070.7,+,13,3.25823582693726,0.000510321300876842,0.00326827157442631
gene-Xpnpep1,NC_000085.7,-,23,2.51141589241998,0.000510470005438888,0.00326827157442631
gene-Camk4,NC_000084.7,+,12,3.39373909838662,0.000512981276967277,0.00328272481693112
gene-Klhdc10,NC_000072.7,+,11,3.55378269087144,0.000513826410499157,0.003286109436146
gene-Atp2c1,NC_000075.7,-,32,2.21247781667212,0.000514018355317665,0.003286109436146
gene-Tmem41b,NC_000073.7,-,9,3.97669873996846,0.000514544198761597,0.00328784591036745
gene-Bicd1,NC_000072.7,+,15,3.03194814241959,0.000517896527999163,0.00330763249215465
gene-Islr2,NC_000075.7,-,24,2.46469963181895,0.000521659642298664,0.00333002179360742
gene-Mmp15,NC_000074.7,+,10,3.73906088699489,0.00052192812450467,0.00333009197544099
gene-Ergic1,NC_000083.7,+,13,3.25120358533032,0.000522459530122462,0.00333183880822179
gene-Tut7,NC_000079.7,-,33,2.18535487091835,0.000525581492917984,0.0033500963272096
gene-Eya3,NC_000070.7,+,19,2.71518712943404,0.000529515620236968,0.0033720778766862
gene-Nid1,NC_000079.7,+,20,2.65538354054442,0.000529628900141024,0.0033720778766862
gene-Wwc1,NC_000077.7,-,23,2.50458793516423,0.000529812282179414,0.0033720778766862
gene-Coq2,NC_000071.7,-,9,3.96165079675642,0.000533307724965767,0.0033926555863169
gene-Gtf2a1,NC_000078.7,-,10,3.73000145866249,0.000534510291091494,0.00339863401901981
gene-Srsf10,NC_000070.7,+,12,3.37877003596927,0.000537428059412111,0.00341550717070114
gene-Ttc7b,NC_000078.7,-,23,2.50077472207089,0.000540926129739765,0.00343604991941276
gene-Nr3c1,NC_000084.7,-,10,3.72433285157181,0.000542537895783228,0.00344459627204933
gene-Fbf1,NC_000077.7,-,42,2.01194021985358,0.000542987305549595,0.00344575800916237
gene-Zmym3,NC_000086.8,-,36,2.11600792011043,0.000544119618599251,0.00345125013601967
gene-Klhdc1,NC_000078.7,+,13,3.23835625827512,0.000545384314634153,0.00345757614762917
gene-Pspc1,NC_000080.7,-,9,3.95098435394029,0.000547024804827651,0.00346627721746007
gene-Tab2,NC_000076.7,-,11,3.52578749679255,0.000556855447379083,0.0035268420670684
gene-Ift140,NC_000083.7,+,31,2.22583227381916,0.000558734219361908,0.00353700913314124
gene-Gabrg2,NC_000077.7,-,13,3.22979646286142,0.000561213153592214,0.00355096365724467
gene-Slmap,NC_000080.7,-,31,2.22508463572518,0.000561626126844608,0.0035518389723625
gene-Pip4k2b,NC_000077.7,-,12,3.36185613640274,0.000566456860829526,0.00358063860269221
gene-Pithd1,NC_000070.7,-,6,5.07455103460286,0.000567472059117866,0.00358530343945841
gene-Hif1an,NC_000085.7,+,8,4.21768619831079,0.000569972851516601,0.00359934516048057
gene-Gnb1,NC_000070.7,+,14,3.10686734768614,0.000573583087733356,0.00362037582901683
gene-Atg9a,NC_000067.7,-,21,2.58492833738602,0.000573872646989171,0.00362043655781022
gene-Gpatch8,NC_000077.7,-,17,2.83462636812587,0.000574228058814606,0.00362091247423174
gene-Capza1,NC_000069.7,-,10,3.70226214533684,0.000574965953949662,0.00362379857818274
gene-Tab3,NC_000086.8,+,11,3.51389408801159,0.000576213009385349,0.00362988935722392
gene-Ppm1l,NC_000069.7,+,5,5.75869525168639,0.000577573286267469,0.00363668710384478
gene-2900026A02Rik,NC_000071.7,-,12,3.35495411958421,0.000578748578938726,0.00364231404935014
gene-Fez1,NC_000075.7,+,15,3.00169015701047,0.000580876213850122,0.00365392610589671
gene-Gfod2,NC_000074.7,-,9,3.92438491439571,0.000582803516554349,0.00366426732114604
gene-Zfp57,NC_000083.7,+,12,3.35245191835361,0.000583270318431626,0.00366542032472119
gene-Coro1c,NC_000071.7,-,11,3.50889270740035,0.000584553453210543,0.00366960828884962
gene-Phc2,NC_000070.7,+,24,2.44444889272165,0.000584696642118766,0.00366960828884962
gene-Ankrd28,NC_000080.7,-,33,2.17063379005384,0.000584787959740127,0.00366960828884962
gene-Tgs1,NC_000070.7,+,14,3.10003756774456,0.000587736464938106,0.00368632187247552
gene-Sesn1,NC_000076.7,+,11,3.50561818642373,0.000590079615821228,0.00369848812651472
gene-Fbln1,NC_000081.7,+,18,2.75649660746384,0.000590248163080985,0.00369848812651472
gene-Ppcdc,NC_000075.7,-,13,3.21161156279737,0.000596379096853525,0.00373509484726714
gene-Wdr48,NC_000075.7,+,21,2.5767238591061,0.000598122285827224,0.00374419918809462
gene-Ebf4,NC_000068.8,+,25,2.40141588655464,0.000598576897403121,0.00374523222743811
gene-Kctd17,NC_000081.7,+,15,2.99347786946705,0.000599245748030503,0.0037476040905602
gene-Zc3h18,NC_000074.7,+,21,2.5760805351159,0.000600065849137868,0.00375091910434995
gene-Kdm2a,NC_000085.7,-,24,2.43780504866743,0.000606963196133173,0.00379220049062335
gene-Tmtc1,NC_000072.7,-,22,2.52372415023572,0.000610314000639013,0.00381129452934059
gene-Eml6,NC_000077.7,-,43,1.98141334296918,0.000621705731959607,0.0038805599572556
gene-Tra2a,NC_000072.7,-,25,2.40933705889546,0.000622164642704305,0.0038808771266818
gene-Sema4f,NC_000072.7,-,15,2.98349419504402,0.00062235669687915,0.0038808771266818
gene-Matcap1,NC_000074.7,-,12,3.33105933671848,0.000623400204864462,0.0038855107708492
gene-Eps15l1,NC_000074.7,-,34,2.13912400526061,0.00062556409201228,0.00389711965414009
gene-4930503L19Rik,NC_000084.7,-,19,2.67875348840691,0.000627084300624318,0.00390470932112388
gene-Zzz3,NC_000069.7,+,18,2.74194648763153,0.00062956598603694,0.00391827569654271
gene-Ilrun,NC_000083.7,-,6,5.00582537240049,0.000633258580641896,0.00393936181983725
gene-Fermt2,NC_000080.7,-,17,2.80979816008334,0.000637694847549066,0.00396505166507311
gene-Idh1,NC_000067.7,-,9,3.8853177671979,0.000639679703832768,0.00397363502671516
gene-C230057M02Rik,NC_000074.7,-,13,3.19063177466339,0.000639689795532433,0.00397363502671516
gene-Snapc3,NC_000070.7,+,24,2.42832756721214,0.000640173253387766,0.00397472908596446
gene-Tns3,NC_000077.7,-,21,2.56251527680383,0.000642527223348409,0.00398743022052062
gene-Lipa,NC_000085.7,-,11,3.47232676947442,0.000649324847751496,0.00402768261677223
gene-Tars1,NC_000081.7,-,19,2.67068246965952,0.000650991421097384,0.00403608439551892
gene-Ankrd46,NC_000081.7,-,7,4.50590978979435,0.000657629449573258,0.00407528589905652
gene-Clmp,NC_000075.7,+,10,3.64896189603292,0.000661550788584879,0.00409573604798873
gene-Ctsd,NC_000073.7,-,9,3.87121308845225,0.000661562870505564,0.00409573604798873
gene-Fosl2,NC_000071.7,+,5,5.65466663709632,0.000662419438274107,0.00409907683980814
gene-Wdr37,NC_000079.7,-,18,2.72963664975834,0.000664843755560659,0.00411211109070588
gene-Dhx37,NC_000071.7,-,31,2.20046164390992,0.000665471862336295,0.00411402848737825
gene-Prpsap1,NC_000077.7,-,12,3.30908923636219,0.000667489082794201,0.00412452761957831
gene-Npas4,NC_000085.7,-,13,3.20560687056649,0.000668318035476335,0.00412767772340757
gene-Nmnat2,NC_000067.7,+,15,2.96079671956875,0.000678246181234019,0.00418699659279216
gene-Mllt6,NC_000077.7,+,23,2.45879981094119,0.000679469969996117,0.00419255015360677
gene-Rab11a,NC_000075.7,-,5,5.62859138580103,0.000685628372752056,0.00422853206714466
gene-Orc4,NC_000068.8,-,20,2.60195538763156,0.000686010929689996,0.00422887481109663
gene-Rcan3,NC_000070.7,-,7,4.48227388497184,0.000687344755706785,0.00423320813948515
gene-Lap3,NC_000071.7,+,13,3.16911547427694,0.000687368521837069,0.00423320813948515
gene-Ppp3ca,NC_000069.7,+,16,2.86974027002571,0.000687776695086969,0.00423370585319361
gene-Nek3,NC_000074.7,-,12,3.29534462912749,0.000696642770951651,0.00428443309475264
gene-Sh3kbp1,NC_000086.8,+,24,2.41325877444064,0.0006966800277016,0.00428443309475264
gene-Sh3glb1,NC_000069.7,-,13,3.16260999413293,0.00070247021597824,0.00431798826199933
gene-Kcnd2,NC_000072.7,+,8,4.1191595899947,0.000703048214269274,0.00431948814971236
gene-Rpn1,NC_000072.7,+,10,3.62221411287451,0.000709827123048555,0.00435906656333664
gene-Npr2,NC_000070.7,+,24,2.40942976156127,0.000711800778278535,0.00436911222851272
gene-Smg7,NC_000067.7,-,29,2.24184251186492,0.000719949906218922,0.00441703611818279
gene-Thumpd1,NC_000073.7,-,4,6.62732193399223,0.000722338365627625,0.00442751988587382
gene-Dgkd,NC_000067.7,+,33,2.14137961945677,0.000722343381983589,0.00442751988587382
gene-Bcl6,NC_000082.7,-,11,3.43803423747389,0.000723426042437271,0.00443205542721043
gene-Eri2,NC_000073.7,-,12,3.28206889888099,0.000726009633983848,0.00444577774446643
gene-A730017L22Rik,NC_000068.8,-,3,8.51670876720187,0.000727439727214148,0.00445242687745413
gene-Slc23a2,NC_000068.8,-,17,2.77837933101146,0.000728045324957945,0.00445402563277252
gene-Adnp,NC_000068.8,-,5,5.58162892322106,0.000729558547267192,0.00445966652691372
gene-Yars1,NC_000070.7,+,16,2.85497419954546,0.000729657030151507,0.00445966652691372
gene-Abcf2,NC_000071.7,-,16,2.85405508986455,0.000732345852075655,0.00447398625644518
gene-Slc8a2,NC_000073.7,+,13,3.14609018924738,0.000742322192539826,0.004532791745098
gene-Rbm27,NC_000084.7,+,21,2.53372590441156,0.000742680628171686,0.00453284028510827
gene-Zc3h4,NC_000073.7,+,21,2.53222541062809,0.000748302047220131,0.00456499546070658
gene-Rnf13,NC_000069.7,+,13,3.14212470652402,0.000752219138553272,0.00458672801457306
gene-Entpd5,NC_000078.7,-,15,2.93311999785823,0.000753179885949874,0.00459042199104134
gene-Mrtfa,NC_000081.7,-,14,3.03013357903326,0.000754168085625347,0.00459427972274734
gene-Ephb6,NC_000072.7,+,23,2.43837307383659,0.000758956528910209,0.00462127344086428
gene-Lrfn5,NC_000078.7,+,11,3.41661391882499,0.00076211185475419,0.00463830240825221
gene-Adarb1,NC_000076.7,-,13,3.13807151878091,0.000762470901527091,0.00463830487744584
gene-Afg2a,NC_000069.7,+,19,2.63470645657369,0.000768966192561661,0.00467561813276914
gene-Tmod3,NC_000075.7,-,11,3.41041367920019,0.000775819974287577,0.00471507505989719
gene-Ago4,NC_000070.7,-,21,2.52464800326524,0.000777335349102586,0.0047185614669547
gene-Med12l,NC_000069.7,+,49,1.88126743088372,0.000777388887819079,0.0047185614669547
gene-Kdm3a,NC_000072.7,-,27,2.28902980343297,0.00077748816872191,0.0047185614669547
gene-Nxf1,NC_000085.7,+,23,2.43372074000857,0.000778298031836349,0.00472126099706356
gene-Map4k5,NC_000078.7,-,32,2.15224539794365,0.000786200356138766,0.00476696165304391
gene-Setd1a,NC_000073.7,+,19,2.62929541872437,0.00078844631858554,0.00477833938063111
gene-Kpna3,NC_000080.7,-,17,2.75869435193923,0.000790990816243837,0.00479151486017871
gene-Pi4k2a,NC_000085.7,+,11,3.40071560143595,0.000797758413369589,0.0048302479213993
gene-Pan3,NC_000071.7,+,25,2.35175896322237,0.000798234349272167,0.00483086796403226
gene-Cdh13,NC_000074.7,+,15,2.92758277791767,0.000801134853955526,0.00484615391309954
gene-Smg5,NC_000069.7,+,29,2.22378533354394,0.000809683925590921,0.0048955784056416
gene-Ankrd6,NC_000070.7,-,21,2.51602207162312,0.000811735619815075,0.00490569007993849
gene-Nup133,NC_000074.7,-,26,2.31385897101804,0.000813849097213252,0.00491616551810321
gene-Arhgef2,NC_000069.7,+,27,2.28032039174804,0.00082022064978082,0.00495234064594554
gene-D430019H16Rik,NC_000078.7,+,2,13.1447459765581,0.000821062753717054,0.00495511180299704
gene-Srsf2,NC_000077.7,-,9,3.77644385117758,0.000829528525925965,0.00500386773591441
gene-Plod2,NC_000075.7,+,21,2.51111864409078,0.000831953102113117,0.00501397226775905
gene-Zfp335,NC_000068.8,-,30,2.19298903292047,0.000831979006155643,0.00501397226775905
gene-Nipsnap1,NC_000077.7,+,12,3.2331733454808,0.000845245179567049,0.00509154909517496
gene-Dlg1,NC_000082.7,+,33,2.11941553529887,0.00084583009803745,0.0050927004925132
gene-Agap3,NC_000071.7,+,24,2.37571817958048,0.000859581184067948,0.00517308676293661
gene-G6pdx,NC_000086.8,-,13,3.10017518446541,0.000865318592150889,0.00520519318711044
gene-Luc7l3,NC_000077.7,-,21,2.50309612764963,0.000866103127350908,0.00520749035147806
gene-Tollip,NC_000073.7,-,6,4.80780653209265,0.000869891472901762,0.00522783755531529
gene-Wipf2,NC_000077.7,+,8,4.01670120252591,0.000874976837426583,0.0052559570080994
gene-Banp,NC_000074.7,+,20,2.55080875782671,0.000877997456684123,0.00527165325315495
gene-C2cd3,NC_000073.7,+,36,2.0527154147336,0.00088606349438305,0.0053176144653624
gene-Gad1,NC_000068.8,+,23,2.40739098032233,0.000897218634596322,0.00538206335864296
gene-Iqcb1,NC_000082.7,+,18,2.66163208628621,0.000897934501701688,0.00538386041284559
gene-Agpat5,NC_000074.7,+,8,4.00287769423361,0.000901225640529211,0.00540108953149411
gene-Dclre1a,NC_000085.7,-,11,3.3532873898898,0.00091433135684406,0.00547709469109042
gene-Prkce,NC_000083.7,+,18,2.6565739562366,0.000918190302272259,0.00549766443485515
gene-Ehbp1l1,NC_000085.7,-,26,2.29326542943515,0.000919971959410178,0.00550578313329562
gene-Llgl1,NC_000077.7,+,25,2.3266926347101,0.000922460780155302,0.00551812454659969
gene-Slc29a4,NC_000071.7,+,12,3.20474642184875,0.000923360050175024,0.00552095031387591
gene-Adar,NC_000069.7,+,16,2.79518850251126,0.000926643893697198,0.0055380247121931
gene-Atp7a,NC_000086.8,+,23,2.40035062882126,0.000931924786815535,0.00556547311028766
gene-Ppp4r3b,NC_000077.7,+,22,2.44258457152116,0.000932097329071605,0.00556547311028766
gene-Lsm14a,NC_000073.7,-,12,3.20020577276783,0.000936488225548618,0.00558427495599552
gene-Dpagt1,NC_000075.7,+,13,3.07648113084206,0.000936527610903823,0.00558427495599552
gene-Rrm2b,NC_000081.7,-,13,3.07647665798616,0.00093654158969723,0.00558427495599552
gene-Rlf,NC_000070.7,-,10,3.51517179318317,0.000941172094380616,0.00560929893853664
gene-Vamp4,NC_000067.7,+,9,3.72206466312514,0.000944694486416888,0.00562769866090724
gene-Tmem183a,NC_000067.7,-,11,3.34033388238539,0.000949035390804961,0.00565095520685109
gene-Trim11,NC_000077.7,+,12,3.19469210958499,0.000952680318059532,0.00567004811480162
gene-Nol4l,NC_000068.8,-,15,2.87028920501145,0.000955172687485787,0.00568226695825836
gene-Smurf2,NC_000077.7,-,21,2.48318707550325,0.000956913071277569,0.00569000310383117
gene-Phtf2,NC_000071.7,-,19,2.58697808406653,0.000958529032788612,0.00569699263835254
gene-Ube2g1,NC_000077.7,+,6,4.74678076498876,0.000959718237413373,0.00570144049814752
gene-Shoc2,NC_000085.7,+,10,3.50757125446286,0.000960226524400764,0.00570184097340454
gene-Chd2,NC_000073.7,-,39,1.99060751366835,0.000961143926769284,0.00570466930009506
gene-Fbxo38,NC_000084.7,-,28,2.22423933953634,0.00096569073593693,0.00572672829585437
gene-Cdr1os,NC_000086.8,+,16,2.78483462585223,0.000965746107883583,0.00572672829585437
gene-Als2,NC_000067.7,-,34,2.07800564592665,0.000980346737604426,0.00581064361019159
gene-Vldlr,NC_000085.7,+,22,2.43241802724993,0.000982661334958983,0.00582169447779411
gene-Grsf1,NC_000071.7,-,11,3.32796864514718,0.000983392344404527,0.00582335768781307
gene-Ino80e,NC_000073.7,-,15,2.86122878763103,0.000988426467181906,0.00585048947371331
gene-Cttnbp2nl,NC_000069.7,-,7,4.28765608459162,0.000990219291239147,0.00585701200703016
gene-Ppp1r15b,NC_000067.7,+,2,12.676778260994,0.000990434180729527,0.00585701200703016
gene-Ahnak,NC_000085.7,+,5,5.51744336871233,0.000991778398845408,0.00586228063631977
gene-Mark3,NC_000078.7,+,25,2.31357640330088,0.000994804113677824,0.00587747903252412
gene-Tspan9,NC_000072.7,-,10,3.49145969455902,0.00100190791787627,0.00591674662186929
gene-Ilf2,NC_000069.7,+,16,2.77456952204051,0.00100612359902076,0.00593893039987929
gene-Rtel1,NC_000068.8,+,41,1.95402407773514,0.001010159788114,0.00596003491773649
gene-Rpap1,NC_000068.8,-,27,2.24582573916273,0.00101314930142793,0.00597494752182738
gene-Accs,NC_000068.8,-,24,2.34564648318511,0.00101648013725418,0.00599185853013143
gene-Api5,NC_000068.8,-,15,2.85308463429222,0.00101929509342823,0.0060057145527596
gene-Wdr82,NC_000075.7,+,11,3.31408583377814,0.00102345090756697,0.0060274547302202
gene-Lrp10,NC_000080.7,+,7,4.26564154277974,0.00103210402285848,0.00607372580692471
gene-Cs,NC_000076.7,+,11,3.31111031028804,0.00103224691282924,0.00607372580692471
gene-Ak3,NC_000085.7,-,8,3.93512117078953,0.00104187238493065,0.00612757414929879
gene-Zc3hav1l,NC_000072.7,-,4,6.27211769534062,0.00104468886112629,0.00614134592770288
gene-Brd2,NC_000083.7,-,21,2.46539278731049,0.00105087651216848,0.00617491409898908
gene-Adipor2,NC_000072.7,-,11,3.30385225429228,0.00105402106932887,0.00619057878729804
gene-Slc30a5,NC_000079.7,-,17,2.6872793040036,0.0010679033740429,0.00626926660757916
gene-Cnot9,NC_000067.7,+,9,3.66994067350189,0.00107018422462802,0.00627980606947106
gene-E130308A19Rik,NC_000070.7,+,11,3.29652071984562,0.0010764820448646,0.00631389672845073
gene-Nolc1,NC_000085.7,+,15,2.83793959044497,0.00107926026409322,0.0063273223007786
gene-Ppil2,NC_000082.7,-,24,2.33467591321261,0.00108042746320248,0.00632810444092989
gene-Zfp280d,NC_000075.7,+,26,2.26612164585031,0.00108069650924123,0.00632810444092989
gene-Qser1,NC_000068.8,-,14,2.92905912042662,0.00108086157194882,0.00632810444092989
gene-Cct7,NC_000072.7,+,12,3.15158852928933,0.00108927656895492,0.00637448591235022
gene-Dars1,NC_000067.7,-,16,2.75430447662414,0.00109079966998229,0.00638051204517457
gene-Tmeff1,NC_000070.7,+,12,3.15052302467521,0.00109288978956939,0.00638984794236025
gene-Etv5,NC_000082.7,-,13,3.02964620513248,0.00109489254592505,0.00639866484249826
gene-Zfp862-ps,NC_000072.7,+,8,3.90829691936181,0.00110350664756117,0.00644609370953417
gene-Odc1,NC_000078.7,+,21,2.45365373776786,0.00110908203936078,0.00647573725284556
gene-Wac,NC_000084.7,+,18,2.61356394185598,0.00110965772159417,0.00647617478040495
gene-Ammecr1l,NC_000084.7,+,13,3.02531761061494,0.00111080993180908,0.00647997512317856
gene-Camta2,NC_000077.7,-,25,2.29404941872724,0.00111287994751802,0.00648912369758816
gene-Crk,NC_000077.7,+,5,5.26184590196784,0.00111668019533368,0.00650834833990557
gene-Tecpr1,NC_000071.7,-,27,2.22931163609122,0.00112053589661874,0.00652565748682927
gene-Wdr91,NC_000072.7,-,15,2.82796254328772,0.00112065918798792,0.00652565748682927
gene-Cacna1g,NC_000077.7,-,45,1.8936461730651,0.00112240105513107,0.0065328590666112
gene-Gigyf1,NC_000071.7,+,34,2.05908601342643,0.00112527467436,0.00654663849010251
gene-Sidt2,NC_000075.7,-,33,2.07918786351495,0.00112723764925209,0.00655510994504376
gene-Rdh11,NC_000078.7,-,7,4.21713339172364,0.00113085674730536,0.00657320014062929
gene-Cdc37l1,NC_000085.7,+,16,2.74492639043262,0.00113233372346419,0.00657882841220235
gene-Tnks1bp1,NC_000068.8,+,16,2.74386255349211,0.00113714289389689,0.00660380289482192
gene-Sphk2,NC_000073.7,-,10,3.44226959715895,0.00114073737041297,0.00662170395491513
gene-Ankrd40,NC_000077.7,+,5,5.23726888629952,0.00115404810441305,0.00669596416975058
